6307;ABSORVENTE SYM SECA C/ABAS C/8;UN;2.99;1.99;2020-01-23 00:00:00.000;2020-01-28 23:59:59.000;178.000;12.08.01;ABSORVENTE/PROTETOR DIARIO                                                                          
16576;ACAFRAO BONAPETIT 12G;UN;2.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;14.000;03.02.08;CONDIMENTO                                                                                          
10061;ACAFRAO NATIVO 10G;UN;2.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;8.000;03.02.08;CONDIMENTO                                                                                          
19636;ACAFRAO NATIVO 500G;UN;14.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;10.000;03.02.08;CONDIMENTO                                                                                          
14708;ACAFRAO SUPRA ALIMENTOS 500G;UN;18.90;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;03.02.08;CONDIMENTO                                                                                          
16495;ACAI PALETITAS 1L NATURAL;UN;29.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;18.01.01;SORVETE                                                                                             
16497;ACAI PALETITAS 1L TRADICIONAL;UN;29.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;2.000;18.01.01;SORVETE                                                                                             
20033;ACAI PALETITAS 200ML TRADICIONAL;UN;10.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;11.000;18.01.01;SORVETE                                                                                             
20034;ACAI PALETITAS 200ML TRADICIONAL COM GRANOLA;UN;11.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;10.000;18.01.01;SORVETE                                                                                             
20618;ACAI PALETITAS 200ML TRADICIONAL COM LEITE EM PO;UN;12.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;1.000;18.01.01;SORVETE                                                                                             
18434;ACAI PALETITAS 500ML TRADICIONAL;UN;17.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;18.01.01;SORVETE                                                                                             
17518;ACAI PALETITAS 500ML ZERO ACUCAR;UN;27.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;2.000;18.01.01;SORVETE                                                                                             
18313;ACAI PALETITAS INTENSE 1L C/LEITINHO;UN;37.90;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;18.01.01;SORVETE                                                                                             
308;ACEM BOVINO CORTES KG;KG;23.98;19.98;2020-01-29 00:00:00.000;2020-01-29 00:00:00.000;0.000;04.01.01;CARNE BOVINA FRESCA                                                                                 
57;ACEM BOVINO PECA KG;KG;21.98;18.99;2020-03-11 00:00:00.000;2020-03-11 00:00:00.000;141.105;04.01.01;CARNE BOVINA FRESCA                                                                                 
14898;ACENDEDOR FOGAO BIC;UN;21.98;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;5.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
19395;ACENDEDOR FOGAO CLINK;UN;9.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
12373;ACENDEDOR FOGAO LUME;UN;12.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;18.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
40205;ACENDEDOR FOGAO SUCCESS C/1;UN;7.59;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
18783;ACENDEDOR FOGAO VILLARES 22CM;UN;10.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;23.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
12623;ACENDEDOR PARANA 480G GEL 80%INPM;UN;7.49;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;10.02.03;ALCOOL                                                                                              
12624;ACENDEDOR PARANA C/5 BASTAO;UN;4.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;267.000;10.03.23;FOSFORO/ACENDEDORES                                                                                 
6315;ACETONA FARMAX 100ML;UN;2.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.09;ACETONA                                                                                             
27760;ACETONA FARMAX 500ML;UN;11.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;22.000;12.08.09;ACETONA                                                                                             
18435;ACETONA FARMAX 80ML;UN;2.29;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;186.000;12.08.09;ACETONA                                                                                             
6317;ACETONA IDEAL 100ML;UN;0.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;12.08.09;ACETONA                                                                                             
13979;ACHOCOLATADO EM PO 3 CORACOES 700G SACHE;UN;8.99;6.99;2020-02-27 00:00:00.000;2020-03-03 23:59:59.000;49.000;15.01.02;ACHOCOLATADO PO                                                                                     
41557;ACHOCOLATADO EM PO CHOCOVILMA 800G;UN;7.49;5.29;2019-06-06 00:00:00.000;2019-06-11 23:59:59.000;0.000;15.01.02;ACHOCOLATADO PO                                                                                     
19012;ACHOCOLATADO EM PO GAROTO 600G SACHE;UN;8.99;0.00;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0.000;15.01.02;ACHOCOLATADO PO                                                                                     
